track_spotifyID,artist_spotifyID,artist_mbid,artist_name,artist_fychart_name,track_url,track_popularity,track_duration_ms,track_is_local,albumID,album_track_number,album_release_date,album_type
2vrpcQNg6itmgVZWsNjWe0,0vR2qb8m9WHeZ5ByCbimq2,04cff564-a2e3-4560-8e7e-bc2539e7b46c,Reik,Sebastian Yatra,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0,72,163813,FALSE,5Zyj0zwOksGYLbLAZOaC31,3,12/04/2019,album
38lQ7lYhN3eSWepnZHaiBF,4WZGDpNwrC0vNQyl9QzF7d,b725da05-6d6e-4a28-b2c4-c639c24fc1cd,Capital Bra,Capital Bra,https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF,66,235954,FALSE,0HSskTof4Pr4FZ5vVMY1Io,2,12/04/2019,album
38lQ7lYhN3eSWepnZHaiBF,3drqpTL4sQOckmAfF9i1wg,11f4adc5-afc5-4b6b-b6dd-f2c0aeb578f4,Summer Cem,Capital Bra,https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF,66,235954,FALSE,0HSskTof4Pr4FZ5vVMY1Io,2,12/04/2019,album
38lQ7lYhN3eSWepnZHaiBF,5p7mWeX4RlvqBCxylfiXdE,e7aec99d-0bd3-4ccc-9477-0e43b3926757,KC Rebell,Capital Bra,https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF,66,235954,FALSE,0HSskTof4Pr4FZ5vVMY1Io,2,12/04/2019,album
01DOm09B2AbiTARAbXVI6g,5IcR3N7QB1j6KBL8eImZ8m,bce6d667-cde8-485e-b078-c0a05adea36d,ScHoolboy Q,ScHoolboy Q,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,3,181152,FALSE,0ZJ2W7Ctmqay08A61L0mBi,1,08/04/2019,single
01DOm09B2AbiTARAbXVI6g,0Y5tJX1MQlPlqiwlOH1tJY,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,Travis Scott,ScHoolboy Q,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,3,181152,FALSE,0ZJ2W7Ctmqay08A61L0mBi,1,08/04/2019,single
703iVQrfbQsXt7Uzgy1h8k,07YUOmWljBTXwIseAUd9TW,151d9c35-43b8-49b9-a69a-5db6525dbcd2,Sebastian Yatra,Sebastian Yatra,https://open.spotify.com/track/703iVQrfbQsXt7Uzgy1h8k,69,201626,FALSE,5Zyj0zwOksGYLbLAZOaC31,1,12/04/2019,album
1tNJrcVe6gwLEiZCtprs1u,6USv9qhCn6zfxlBQIYJ9qs,e337c918-098f-418e-97a2-81dc224b1bf9,Dominic Fike,Dominic Fike,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,83,177666,FALSE,1DNx0H5ZX1ax3yyRwtgT4S,1,16/10/2018,single
6Dma0t0hOe6Bd6u5YRKF3n,5WUlDfRSoLAfcVSX1WnrxN,2f548675-008d-4332-876c-108b0c7ab9c5,Sia,Sia,https://open.spotify.com/track/6Dma0t0hOe6Bd6u5YRKF3n,73,175826,FALSE,0ujHQ5WCLuKJQXOqXpGtpf,7,12/04/2019,album
6Dma0t0hOe6Bd6u5YRKF3n,5fMUXHkw8R8eOP2RNVYEZX,a56bd8f9-8ef8-4d63-89a4-794ed1360dd2,Diplo,Sia,https://open.spotify.com/track/6Dma0t0hOe6Bd6u5YRKF3n,73,175826,FALSE,0ujHQ5WCLuKJQXOqXpGtpf,7,12/04/2019,album
